OID,bonusPointsEarned,bonusPointsEarnedReason,CREATEDATE,DATESCANNED,FINISHEDDATE,MODIFYDATE,AWARDDATE,pointsEarned,PURCHASEDATE,purchasedItemCount,rewardsReceiptStatus,totalSpent,userId
601d7b840a720f055400004e,,,2021-02-05 12:08:20,2021-02-05 12:08:20,2021-02-05 12:08:20,2021-02-05 12:08:20,,,2021-02-04 19:00:00,,PENDING,28.57,59c124bae4b0299e55b0f330
601e911a0a720f053c000070,,,2021-02-06 7:52:42,2021-02-06 7:52:42,,2021-02-06 7:52:42,,,,,SUBMITTED,,5fc961c3b8cfca11a077dd33
601e58da0a720f053c000050,,,2021-02-06 3:52:42,2021-02-06 3:52:42,,2021-02-06 3:52:42,,,,,SUBMITTED,,5fc961c3b8cfca11a077dd33
601e71780a7214ad2500004f,,,2021-02-06 5:37:44,2021-02-06 5:37:44,,2021-02-06 5:37:44,,,,,SUBMITTED,,5fc961c3b8cfca11a077dd33
601e7d2e0a720f053c000067,,,2021-02-06 6:27:42,2021-02-06 6:27:42,,2021-02-06 6:27:42,,,,,SUBMITTED,,5fc961c3b8cfca11a077dd33
601ead690a720f053c000092,27,COMPLETE_PARTNER_RECEIPT,2021-02-06 9:53:29,2021-02-06 9:53:29,2021-02-06 9:53:30,2021-02-06 9:53:30,2021-02-06 9:53:30,50.6,2021-02-05 9:53:29,4,FINISHED,4.66,601ead00b57b8a12187fce78
601ed3e80a720f053c0000a5,,,2021-02-06 12:37:44,2021-02-06 12:37:44,,2021-02-06 12:37:44,,,,,SUBMITTED,,5fc961c3b8cfca11a077dd33
601eae650a720f053c000093,,,2021-02-06 9:57:41,2021-02-06 9:57:41,,2021-02-06 9:57:41,,,,,SUBMITTED,,5fc961c3b8cfca11a077dd33
601e63660a720f053c000055,,,2021-02-06 4:37:42,2021-02-06 4:37:42,,2021-02-06 4:37:42,,,,,SUBMITTED,,5fc961c3b8cfca11a077dd33
601f190c0a720f053c0000c4,,,2021-02-06 17:32:44,2021-02-06 17:32:44,,2021-02-06 17:32:44,,,,,SUBMITTED,,5fc961c3b8cfca11a077dd33
601e787e0a7214ad25000051,,,2021-02-06 6:07:42,2021-02-06 6:07:42,,2021-02-06 6:07:42,,,,,SUBMITTED,,5fc961c3b8cfca11a077dd33
601ea1830a720f053c000079,,,2021-02-06 9:02:43,2021-02-06 9:02:43,,2021-02-06 9:02:43,,,,,SUBMITTED,,5fc961c3b8cfca11a077dd33
601e0b830a720f053c00002e,,,2021-02-05 22:22:43,2021-02-05 22:22:43,,2021-02-05 22:22:43,,,,,SUBMITTED,,5fc961c3b8cfca11a077dd33
601f09d10a720f053c0000bd,,,2021-02-06 16:27:45,2021-02-06 16:27:45,,2021-02-06 16:27:45,,,,,SUBMITTED,,5fc961c3b8cfca11a077dd33
601efe190a720f053c0000b8,,,2021-02-06 15:37:45,2021-02-06 15:37:45,,2021-02-06 15:37:45,,,,,SUBMITTED,,5fc961c3b8cfca11a077dd33
601ead5b0a720f053c00008f,27,COMPLETE_PARTNER_RECEIPT,2021-02-06 9:53:15,2021-02-06 9:53:15,2021-02-06 9:53:16,2021-02-06 9:53:16,2021-02-06 9:53:16,50.6,2021-02-05 9:53:15,4,FINISHED,4.66,601ead00b57b8a12187fce78
601e14e30a7214ad2500002e,,,2021-02-05 23:02:43,2021-02-05 23:02:43,,2021-02-05 23:02:43,,,,,SUBMITTED,,5fc961c3b8cfca11a077dd33
601ed9c40a7214ad25000078,,,2021-02-06 13:02:44,2021-02-06 13:02:44,,2021-02-06 13:02:44,,,,,SUBMITTED,,5fc961c3b8cfca11a077dd33
601e3b8f0a720f053c000043,,,2021-02-06 1:47:43,2021-02-06 1:47:43,,2021-02-06 1:47:43,,,,,SUBMITTED,,5fc961c3b8cfca11a077dd33
601ddca40a7214ad25000019,,,2021-02-05 19:02:44,2021-02-05 19:02:44,,2021-02-05 19:02:44,,,,,SUBMITTED,,5fc961c3b8cfca11a077dd33
601e9a7b0a720f053c000074,,,2021-02-06 8:32:43,2021-02-06 8:32:43,,2021-02-06 8:32:43,,,,,SUBMITTED,,5fc961c3b8cfca11a077dd33
601eb8f30a720f053c000099,,,2021-02-06 10:42:42,2021-02-06 10:42:42,,2021-02-06 10:42:42,,,,,SUBMITTED,,5fc961c3b8cfca11a077dd33
601e96f60a7214ad2500005c,,,2021-02-06 8:17:42,2021-02-06 8:17:42,,2021-02-06 8:17:42,,,,,SUBMITTED,,5fc961c3b8cfca11a077dd33
601f29740a720f053c0000cc,,,2021-02-06 18:42:44,2021-02-06 18:42:44,,2021-02-06 18:42:44,,,,,SUBMITTED,,5fc961c3b8cfca11a077dd33
601f1b660a720f053c0000c6,,,2021-02-06 17:42:46,2021-02-06 17:42:46,,2021-02-06 17:42:46,,,,,SUBMITTED,,5fc961c3b8cfca11a077dd33
601e22f20a720f053c000039,,,2021-02-06 0:02:42,2021-02-06 0:02:42,,2021-02-06 0:02:42,,,,,SUBMITTED,,5fc961c3b8cfca11a077dd33
601e173d0a720f053c000032,,,2021-02-05 23:12:45,2021-02-05 23:12:45,,2021-02-05 23:12:45,,,,,SUBMITTED,,5fc961c3b8cfca11a077dd33
601e35b40a7214ad2500003c,,,2021-02-06 1:22:44,2021-02-06 1:22:44,,2021-02-06 1:22:44,,,,,SUBMITTED,,5fc961c3b8cfca11a077dd33
601e128a0a7214ad2500002c,,,2021-02-05 22:52:42,2021-02-05 22:52:42,,2021-02-05 22:52:42,,,,,SUBMITTED,,5fc961c3b8cfca11a077dd33
601f2bca0a7214ad2500009a,,,2021-02-06 18:52:42,2021-02-06 18:52:42,,2021-02-06 18:52:42,,,,,SUBMITTED,,5fc961c3b8cfca11a077dd33
601e84360a720f053c000069,,,2021-02-06 6:57:42,2021-02-06 6:57:42,,2021-02-06 6:57:42,,,,,SUBMITTED,,5fc961c3b8cfca11a077dd33
601f90920a720f053c0000f9,,,2021-02-07 2:02:42,2021-02-07 2:02:42,,2021-02-07 2:02:42,,,,,SUBMITTED,,5fc961c3b8cfca11a077dd33
601f9c4a0a7214ad250000c8,,,2021-02-07 2:52:42,2021-02-07 2:52:42,,2021-02-07 2:52:42,,,,,SUBMITTED,,5fc961c3b8cfca11a077dd33
60201adc0a7214ad250000ff,,,2021-02-07 11:52:44,2021-02-07 11:52:44,,2021-02-07 11:52:44,,,,,SUBMITTED,,5fc961c3b8cfca11a077dd33
601f7b7a0a720f053c0000ee,,,2021-02-07 0:32:42,2021-02-07 0:32:42,,2021-02-07 0:32:42,,,,,SUBMITTED,,5fc961c3b8cfca11a077dd33
601f98c60a720f053c0000fe,,,2021-02-07 2:37:42,2021-02-07 2:37:42,,2021-02-07 2:37:42,,,,,SUBMITTED,,5fc961c3b8cfca11a077dd33
601f81560a720f053c0000f1,,,2021-02-07 0:57:42,2021-02-07 0:57:42,,2021-02-07 0:57:42,,,,,SUBMITTED,,5fc961c3b8cfca11a077dd33
601f31a60a720f053c0000d0,,,2021-02-06 19:17:42,2021-02-06 19:17:42,,2021-02-06 19:17:42,,,,,SUBMITTED,,5fc961c3b8cfca11a077dd33
60204ae80a7214ad25000111,,,2021-02-07 15:17:44,2021-02-07 15:17:44,,2021-02-07 15:17:44,,,,,SUBMITTED,,5fc961c3b8cfca11a077dd33
6020776d0a7214ad25000120,,,2021-02-07 18:27:41,2021-02-07 18:27:41,,2021-02-07 18:27:41,,,,,SUBMITTED,,5fc961c3b8cfca11a077dd33
601fee520a720f053c000120,,,2021-02-07 8:42:42,2021-02-07 8:42:42,,2021-02-07 8:42:42,,,,,SUBMITTED,,5fc961c3b8cfca11a077dd33
601fdb920a7214ad250000e2,,,2021-02-07 7:22:42,2021-02-07 7:22:42,,2021-02-07 7:22:42,,,,,SUBMITTED,,5fc961c3b8cfca11a077dd33
601ffa0a0a7214ad250000f2,,,2021-02-07 9:32:42,2021-02-07 9:32:42,,2021-02-07 9:32:42,,,,,SUBMITTED,,5fc961c3b8cfca11a077dd33
602057ce0a720f053c000151,,,2021-02-07 16:12:46,2021-02-07 16:12:46,,2021-02-07 16:12:46,,,,,SUBMITTED,,5fc961c3b8cfca11a077dd33
601fe3c80a7214ad250000e6,,,2021-02-07 7:57:44,2021-02-07 7:57:44,,2021-02-07 7:57:44,,,,,SUBMITTED,,5fc961c3b8cfca11a077dd33
601f36570a7214ad2500009d,,,2021-02-06 19:37:43,2021-02-06 19:37:43,,2021-02-06 19:37:43,,,,,SUBMITTED,,5fc961c3b8cfca11a077dd33
60205b510a7214ad25000117,,,2021-02-07 16:27:45,2021-02-07 16:27:45,,2021-02-07 16:27:45,,,,,SUBMITTED,,5fc961c3b8cfca11a077dd33
601fda670a720f053c00011a,,,2021-02-07 7:17:43,2021-02-07 7:17:43,,2021-02-07 7:17:43,,,,,SUBMITTED,,5fc961c3b8cfca11a077dd33
602067080a7214ad2500011c,,,2021-02-07 17:17:44,2021-02-07 17:17:44,,2021-02-07 17:17:44,,,,,SUBMITTED,,5fc961c3b8cfca11a077dd33
601f8be40a7214ad250000c2,,,2021-02-07 1:42:44,2021-02-07 1:42:44,,2021-02-07 1:42:44,,,,,SUBMITTED,,5fc961c3b8cfca11a077dd33
601f7f010a7214ad250000be,,,2021-02-07 0:47:45,2021-02-07 0:47:45,,2021-02-07 0:47:45,,,,,SUBMITTED,,5fc961c3b8cfca11a077dd33
601f46bf0a7214ad250000a4,,,2021-02-06 20:47:43,2021-02-06 20:47:43,,2021-02-06 20:47:43,,,,,SUBMITTED,,5fc961c3b8cfca11a077dd33
601fb3ba0a720f053c000109,,,2021-02-07 4:32:42,2021-02-07 4:32:42,,2021-02-07 4:32:42,,,,,SUBMITTED,,5fc961c3b8cfca11a077dd33
601f38af0a720f053c0000d4,,,2021-02-06 19:47:43,2021-02-06 19:47:43,,2021-02-06 19:47:43,,,,,SUBMITTED,,5fc961c3b8cfca11a077dd33
60202b430a7214ad25000103,,,2021-02-07 13:02:43,2021-02-07 13:02:43,,2021-02-07 13:02:43,,,,,SUBMITTED,,5fc961c3b8cfca11a077dd33
601f35290a7214ad2500009c,,,2021-02-06 19:32:41,2021-02-06 19:32:41,,2021-02-06 19:32:41,,,,,SUBMITTED,,5fc961c3b8cfca11a077dd33
601f4dc50a7214ad250000a9,,,2021-02-06 21:17:41,2021-02-06 21:17:41,,2021-02-06 21:17:41,,,,,SUBMITTED,,5fc961c3b8cfca11a077dd33
602017570a720f053c000132,,,2021-02-07 11:37:43,2021-02-07 11:37:43,,2021-02-07 11:37:43,,,,,SUBMITTED,,5fc961c3b8cfca11a077dd33
601f58540a7214ad250000ad,,,2021-02-06 22:02:44,2021-02-06 22:02:44,,2021-02-06 22:02:44,,,,,SUBMITTED,,5fc961c3b8cfca11a077dd33
601fcd820a7214ad250000db,,,2021-02-07 6:22:42,2021-02-07 6:22:42,,2021-02-07 6:22:42,,,,,SUBMITTED,,5fc961c3b8cfca11a077dd33
601f39db0a720f053c0000d5,,,2021-02-06 19:52:43,2021-02-06 19:52:43,,2021-02-06 19:52:43,,,,,SUBMITTED,,5fc961c3b8cfca11a077dd33
6020e91a0a720f053c000196,,,2021-02-08 2:32:42,2021-02-08 2:32:42,,2021-02-08 2:32:42,,,,,SUBMITTED,,5fc961c3b8cfca11a077dd33
60217b960a720f05a8000012,,,2021-02-08 12:57:42,2021-02-08 12:57:42,,2021-02-08 12:57:42,,,,,SUBMITTED,,5fc961c3b8cfca11a077dd33
60207fa20a7214ad25000123,,,2021-02-07 19:02:42,2021-02-07 19:02:42,,2021-02-07 19:02:42,,,,,SUBMITTED,,5fc961c3b8cfca11a077dd33
60219c670a720f05a8000028,,,2021-02-08 15:17:43,2021-02-08 15:17:43,,2021-02-08 15:17:43,,,,,SUBMITTED,,5fc961c3b8cfca11a077dd33
6020eb730a720f053c000197,,,2021-02-08 2:42:43,2021-02-08 2:42:43,,2021-02-08 2:42:43,,,,,SUBMITTED,,5fc961c3b8cfca11a077dd33
602181720a7214d8e9000034,,,2021-02-08 13:22:42,2021-02-08 13:22:42,,2021-02-08 13:22:42,,,,,SUBMITTED,,5fc961c3b8cfca11a077dd33
6021c0bb0a7214d8e900004e,,,2021-02-08 17:52:43,2021-02-08 17:52:43,,2021-02-08 17:52:43,,,,,SUBMITTED,,5fc961c3b8cfca11a077dd33
6020e46b0a720f053c000194,,,2021-02-08 2:12:43,2021-02-08 2:12:43,,2021-02-08 2:12:43,,,,,SUBMITTED,,5fc961c3b8cfca11a077dd33
6020c84a0a720f053c000187,,,2021-02-08 0:12:42,2021-02-08 0:12:42,,2021-02-08 0:12:42,,,,,SUBMITTED,,5fc961c3b8cfca11a077dd33
60216d880a7214d8e9000004,,,2021-02-08 11:57:44,2021-02-08 11:57:44,,2021-02-08 11:57:44,,,,,SUBMITTED,,5fc961c3b8cfca11a077dd33
6020a2cd0a720f053c000175,,,2021-02-07 21:32:45,2021-02-07 21:32:45,,2021-02-07 21:32:45,,,,,SUBMITTED,,5fc961c3b8cfca11a077dd33
60212be60a7214ad25000166,,,2021-02-08 7:17:42,2021-02-08 7:17:42,,2021-02-08 7:17:42,,,,,SUBMITTED,,5fc961c3b8cfca11a077dd33
6020ac2a0a720f053c000177,,,2021-02-07 22:12:42,2021-02-07 22:12:42,,2021-02-07 22:12:42,,,,,SUBMITTED,,5fc961c3b8cfca11a077dd33
6021c56a0a720f05a8000036,,,2021-02-08 18:12:42,2021-02-08 18:12:42,,2021-02-08 18:12:42,,,,,SUBMITTED,,5fc961c3b8cfca11a077dd33
6020b4610a7214ad25000139,,,2021-02-07 22:47:45,2021-02-07 22:47:45,,2021-02-07 22:47:45,,,,,SUBMITTED,,5fc961c3b8cfca11a077dd33
6020e0e50a720f053c000193,,,2021-02-08 1:57:41,2021-02-08 1:57:41,,2021-02-08 1:57:41,,,,,SUBMITTED,,5fc961c3b8cfca11a077dd33
602175ba0a7214d8e9000007,,,2021-02-08 12:32:42,2021-02-08 12:32:42,,2021-02-08 12:32:42,,,,,SUBMITTED,,5fc961c3b8cfca11a077dd33
60217f1b0a720f05a8000016,,,2021-02-08 13:12:43,2021-02-08 13:12:43,,2021-02-08 13:12:43,,,,,SUBMITTED,,5fc961c3b8cfca11a077dd33
6020cbce0a7214ad25000140,,,2021-02-08 0:27:42,2021-02-08 0:27:42,,2021-02-08 0:27:42,,,,,SUBMITTED,,5fc961c3b8cfca11a077dd33
6021804a0a720f05a8000019,,,2021-02-08 13:17:46,2021-02-08 13:17:46,,2021-02-08 13:17:46,,,,,SUBMITTED,,5fc961c3b8cfca11a077dd33
602198e50a720f05a8000027,,,2021-02-08 15:02:45,2021-02-08 15:02:45,,2021-02-08 15:02:45,,,,,SUBMITTED,,5fc961c3b8cfca11a077dd33
602145ae0a720f0573000007,,,2021-02-08 9:07:42,2021-02-08 9:07:42,,2021-02-08 9:07:42,,,,,SUBMITTED,,5fc961c3b8cfca11a077dd33
602176c90a7214d8e9000028,25,COMPLETE_NONPARTNER_RECEIPT,2021-02-08 12:37:13,2021-02-08 12:37:13,2021-02-08 12:37:13,2021-02-08 12:37:13,2021-02-08 12:37:13,25,2021-03-08 12:37:13,1,FINISHED,1,6021768799409b11fcf8987f
602116ce0a7214ad2500015e,,,2021-02-08 5:47:42,2021-02-08 5:47:42,,2021-02-08 5:47:42,,,,,SUBMITTED,,5fc961c3b8cfca11a077dd33
6021ca1c0a720f05a8000039,,,2021-02-08 18:32:44,2021-02-08 18:32:44,,2021-02-08 18:32:44,,,,,SUBMITTED,,5fc961c3b8cfca11a077dd33
6020faae0a7214ad25000152,,,2021-02-08 3:47:42,2021-02-08 3:47:42,,2021-02-08 3:47:42,,,,,SUBMITTED,,5fc961c3b8cfca11a077dd33
602160a30a720f05c0000001,,,2021-02-08 11:02:43,2021-02-08 11:02:43,2021-02-08 11:02:51,2021-02-08 11:02:43,,,,,PENDING,,54ca99a9e4b0b11b4f7d6dc5
6020a0720a720f053c000173,,,2021-02-07 21:22:42,2021-02-07 21:22:42,,2021-02-07 21:22:42,,,,,SUBMITTED,,5fc961c3b8cfca11a077dd33
6020f0220a7214ad25000150,,,2021-02-08 3:02:42,2021-02-08 3:02:42,,2021-02-08 3:02:42,,,,,SUBMITTED,,5fc961c3b8cfca11a077dd33
60214de60a720f057300000b,,,2021-02-08 9:42:46,2021-02-08 9:42:46,,2021-02-08 9:42:46,,,,,SUBMITTED,,5fc961c3b8cfca11a077dd33
6021f05f0a720f05a8000062,,,2021-02-08 21:15:59,2021-02-08 21:15:59,,2021-02-08 21:15:59,,,,,SUBMITTED,,5fc961c3b8cfca11a077dd33
6021d37b0a720f05a800003c,,,2021-02-08 19:12:43,2021-02-08 19:12:43,,2021-02-08 19:12:43,,,,,SUBMITTED,,5fc961c3b8cfca11a077dd33
6021ed3c0a720f05a800005f,,,2021-02-08 21:02:36,2021-02-08 21:02:36,,2021-02-08 21:02:36,,,,,SUBMITTED,,5fc961c3b8cfca11a077dd33
6022f4e60a7214d8e9000112,,,2021-02-09 15:47:34,2021-02-09 15:47:34,,2021-02-09 15:47:34,,,,,SUBMITTED,,5fc961c3b8cfca11a077dd33
6021ed890a720f05a8000060,,,2021-02-08 21:03:53,2021-02-08 21:03:53,,2021-02-08 21:03:53,,,,,SUBMITTED,,5fc961c3b8cfca11a077dd33
6022b0ef0a7214d8e90000f3,,,2021-02-09 10:57:35,2021-02-09 10:57:35,,2021-02-09 10:57:35,,,,,SUBMITTED,,5fc961c3b8cfca11a077dd33
6022d8c90a720f05a80000e7,,,2021-02-09 13:47:37,2021-02-09 13:47:37,,2021-02-09 13:47:37,,,,,SUBMITTED,,5fc961c3b8cfca11a077dd33
60231cbd0a720f05a8000108,,,2021-02-09 18:37:33,2021-02-09 18:37:33,,2021-02-09 18:37:33,,,,,SUBMITTED,,5fc961c3b8cfca11a077dd33
60227c330a720f05a800009c,,,2021-02-09 7:12:35,2021-02-09 7:12:35,,2021-02-09 7:12:35,,,,,SUBMITTED,,5fc961c3b8cfca11a077dd33
6021efe50a7214d8e9000081,,,2021-02-08 21:13:57,2021-02-08 21:13:57,,2021-02-08 21:13:57,,,,,SUBMITTED,,5fc961c3b8cfca11a077dd33
6022e8000a720f05a80000ef,,,2021-02-09 14:52:32,2021-02-09 14:52:32,,2021-02-09 14:52:32,,,,,SUBMITTED,,5fc961c3b8cfca11a077dd33
6022c1580a7214d8e90000ff,,,2021-02-09 12:07:36,2021-02-09 12:07:36,,2021-02-09 12:07:36,,,,,SUBMITTED,,5fc961c3b8cfca11a077dd33
602213e70a720f05a8000071,,,2021-02-08 23:47:35,2021-02-08 23:47:35,,2021-02-08 23:47:35,,,,,SUBMITTED,,5fc961c3b8cfca11a077dd33
6023216c0a720f05a800010a,,,2021-02-09 18:57:32,2021-02-09 18:57:32,,2021-02-09 18:57:32,,,,,SUBMITTED,,5fc961c3b8cfca11a077dd33
6021d63a0a7214d8e9000058,,,2021-02-08 19:24:26,2021-02-08 19:24:26,,2021-02-08 19:24:26,,,,,SUBMITTED,,5fc961c3b8cfca11a077dd33
60223a950a7214d8e90000a2,,,2021-02-09 2:32:37,2021-02-09 2:32:37,,2021-02-09 2:32:37,,,,,SUBMITTED,,5fc961c3b8cfca11a077dd33
602299b40a720f05a80000bc,5,All-receipts receipt bonus,2021-02-09 9:18:28,2021-02-09 9:18:28,2021-02-09 9:18:34,2021-02-09 9:18:34,2021-02-09 9:18:29,5,2021-02-08 9:18:28,2,FINISHED,1,6022998599409b11fcf89c53
602231350a7214d8e900009f,,,2021-02-09 1:52:37,2021-02-09 1:52:37,,2021-02-09 1:52:37,,,,,SUBMITTED,,5fc961c3b8cfca11a077dd33
602299ad0a7214d8e90000d7,500,"Receipt number 2 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-02-09 9:18:21,2021-02-09 9:18:21,2021-02-09 9:18:22,2021-02-09 9:18:22,2021-02-09 9:18:22,600,2021-02-08 9:18:21,1,FINISHED,1,6022998599409b11fcf89c53
6022d9f60a720f05a80000e8,,,2021-02-09 13:52:38,2021-02-09 13:52:38,,2021-02-09 13:52:38,,,,,SUBMITTED,,5fc961c3b8cfca11a077dd33
602279db0a720f05a800009b,,,2021-02-09 7:02:35,2021-02-09 7:02:35,,2021-02-09 7:02:35,,,,,SUBMITTED,,5fc961c3b8cfca11a077dd33
6022752b0a7214d8e90000be,,,2021-02-09 6:42:35,2021-02-09 6:42:35,,2021-02-09 6:42:35,,,,,SUBMITTED,,5fc961c3b8cfca11a077dd33
602252050a7214d8e90000ae,,,2021-02-09 4:12:37,2021-02-09 4:12:37,,2021-02-09 4:12:37,,,,,SUBMITTED,,5fc961c3b8cfca11a077dd33
6021ec5f0a720f05a800005d,,,2021-02-08 20:58:55,2021-02-08 20:58:55,,2021-02-08 20:58:55,,,,,SUBMITTED,,5fc961c3b8cfca11a077dd33
6022c2820a720f05a80000dd,,,2021-02-09 12:12:34,2021-02-09 12:12:34,,2021-02-09 12:12:34,,,,,SUBMITTED,,5fc961c3b8cfca11a077dd33
602202540a720f05a800006a,,,2021-02-08 22:32:36,2021-02-08 22:32:36,,2021-02-08 22:32:36,,,,,SUBMITTED,,5fc961c3b8cfca11a077dd33
6022b6cb0a7214d8e90000f8,,,2021-02-09 11:22:35,2021-02-09 11:22:35,,2021-02-09 11:22:35,,,,,SUBMITTED,,5fc961c3b8cfca11a077dd33
6022bb780a7214d8e90000fb,,,2021-02-09 11:42:32,2021-02-09 11:42:32,,2021-02-09 11:42:32,,,,,SUBMITTED,,5fc961c3b8cfca11a077dd33
6021d8cf0a7214d8e900005c,,,2021-02-08 19:35:27,2021-02-08 19:35:27,,2021-02-08 19:35:27,,,,,SUBMITTED,,5fc961c3b8cfca11a077dd33
602315b50a720f05a8000104,,,2021-02-09 18:07:33,2021-02-09 18:07:33,,2021-02-09 18:07:33,,,,,SUBMITTED,,5fc961c3b8cfca11a077dd33
602344970a7214d8e900012f,,,2021-02-09 21:27:34,2021-02-09 21:27:34,,2021-02-09 21:27:34,,,,,SUBMITTED,,5fc961c3b8cfca11a077dd33
6023e2c90a7214d8e9000175,,,2021-02-10 8:42:33,2021-02-10 8:42:33,,2021-02-10 8:42:33,,,,,SUBMITTED,,5fc961c3b8cfca11a077dd33
602467370a720f05a80001b7,,,2021-02-10 18:07:34,2021-02-10 18:07:34,,2021-02-10 18:07:34,,,,,SUBMITTED,,5fc961c3b8cfca11a077dd33
6024024b0a7214d8e900018d,250,"Receipt number 3 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-02-10 10:56:59,2021-02-10 10:56:59,2021-02-10 10:57:00,2021-02-10 10:57:00,2021-02-10 10:57:00,250,2021-02-05 1:00:00,5,FINISHED,25,602401f1c081001222409ad6
602367ba0a720f05a800012e,,,2021-02-09 23:57:30,2021-02-09 23:57:30,,2021-02-09 23:57:30,,,,,SUBMITTED,,5fc961c3b8cfca11a077dd33
602438550a720f05a8000192,,,2021-02-10 14:47:32,2021-02-10 14:47:32,,2021-02-10 14:47:32,,,,,SUBMITTED,,5fc961c3b8cfca11a077dd33
602345c20a7214d8e9000130,,,2021-02-09 21:32:34,2021-02-09 21:32:34,,2021-02-09 21:32:34,,,,,SUBMITTED,,5fc961c3b8cfca11a077dd33
60233c5f0a720f05a8000119,,,2021-02-09 20:52:31,2021-02-09 20:52:31,,2021-02-09 20:52:31,,,,,SUBMITTED,,5fc961c3b8cfca11a077dd33
602454340a720f05a80001ae,750,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-02-10 16:46:28,2021-02-10 16:46:28,2021-02-10 16:46:29,2021-02-10 16:46:37,2021-02-10 16:46:29,789.2,2021-01-31 19:00:00,2,FINISHED,5.88,60245433efa60112282c1859
6023a2530a720f05a8000144,,,2021-02-10 4:07:31,2021-02-10 4:07:31,,2021-02-10 4:07:31,,,,,SUBMITTED,,5fc961c3b8cfca11a077dd33
60245dd50a720f05a80001b2,,,2021-02-10 17:27:33,2021-02-10 17:27:33,,2021-02-10 17:27:33,,,,,SUBMITTED,,5fc961c3b8cfca11a077dd33
60244d6e0a7214d8e90001c9,,,2021-02-10 16:17:34,2021-02-10 16:17:34,,2021-02-10 16:17:34,,,,,SUBMITTED,,5fc961c3b8cfca11a077dd33
6024024b0a7214d8e900018c,500,"Receipt number 2 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-02-10 10:56:59,2021-02-10 10:56:59,2021-02-10 10:56:59,2021-02-10 10:56:59,2021-02-10 10:56:59,500,2021-02-07 1:00:00,5,FINISHED,25,602401f1c081001222409ad6
602393180a720f05a800013d,,,2021-02-10 3:02:32,2021-02-10 3:02:32,,2021-02-10 3:02:32,,,,,SUBMITTED,,5fc961c3b8cfca11a077dd33
6023bfa00a7214d8e9000168,,,2021-02-10 6:12:32,2021-02-10 6:12:32,,2021-02-10 6:12:32,,,,,SUBMITTED,,5fc961c3b8cfca11a077dd33
602462850a720f05a80001b3,,,2021-02-10 17:47:33,2021-02-10 17:47:33,,2021-02-10 17:47:33,,,,,SUBMITTED,,5fc961c3b8cfca11a077dd33
602429930a720f05a800018b,,,2021-02-10 13:44:35,2021-02-10 13:44:35,2021-02-10 13:44:36,2021-02-10 13:44:36,2021-02-10 13:44:36,250,2021-02-07 1:00:00,5,FINISHED,49.95,6024291f58b989121e6bad5f
602380580a7214d8e900014a,,,2021-02-10 1:42:32,2021-02-10 1:42:32,,2021-02-10 1:42:32,,,,,SUBMITTED,,5fc961c3b8cfca11a077dd33
602402750a720f05a800016f,5,All-receipts receipt bonus,2021-02-10 10:57:41,2021-02-10 10:57:41,2021-02-10 10:57:42,2021-02-10 10:57:42,2021-02-10 10:57:42,5,2021-01-26 19:00:00,5,FINISHED,49.95,602401f1c081001222409ad6
602429640a720f05a8000187,5,All-receipts receipt bonus,2021-02-10 13:43:48,2021-02-10 13:43:48,2021-02-10 13:43:49,2021-02-10 13:43:49,2021-02-10 13:43:49,5,2021-02-09 13:43:48,1,FINISHED,1,54943462e4b07e684157a532
6023d0080a720f05a8000155,,,2021-02-10 7:22:32,2021-02-10 7:22:32,,2021-02-10 7:22:32,,,,,SUBMITTED,,5fc961c3b8cfca11a077dd33
60243bdb0a720f05a80001a2,,,2021-02-10 15:02:35,2021-02-10 15:02:35,,2021-02-10 15:02:35,,,,,SUBMITTED,,5fc961c3b8cfca11a077dd33
602460300a7214d8e90001d6,,,2021-02-10 17:37:36,2021-02-10 17:37:36,,2021-02-10 17:37:36,,,,,SUBMITTED,,5fc961c3b8cfca11a077dd33
602331d70a720f05a8000113,,,2021-02-09 20:07:34,2021-02-09 20:07:34,,2021-02-09 20:07:34,,,,,SUBMITTED,,5fc961c3b8cfca11a077dd33
60245f020a7214d8e90001d5,,,2021-02-10 17:32:34,2021-02-10 17:32:34,,2021-02-10 17:32:34,,,,,SUBMITTED,,5fc961c3b8cfca11a077dd33
602427ec0a720f05a8000180,,,2021-02-10 13:37:32,2021-02-10 13:37:32,,2021-02-10 13:37:32,,,,,SUBMITTED,,5fc961c3b8cfca11a077dd33
6023ee820a720f05a8000163,,,2021-02-10 9:32:34,2021-02-10 9:32:34,,2021-02-10 9:32:34,,,,,SUBMITTED,,5fc961c3b8cfca11a077dd33
602439950a7214d8e90001c2,5,All-receipts receipt bonus,2021-02-10 14:52:53,2021-02-10 14:52:53,2021-02-10 14:52:54,2021-02-10 14:52:54,2021-02-10 14:52:53,5,2021-01-28 14:52:53,1,FINISHED,1,54943462e4b07e684157a532
602402600a7214d8e9000195,5,All-receipts receipt bonus,2021-02-10 10:57:20,2021-02-10 10:57:20,2021-02-10 10:57:21,2021-02-10 10:57:21,2021-02-10 10:57:21,5,2021-02-09 10:57:20,4,FINISHED,4.66,602401f1c081001222409ad6
